10g: links: /; rechts: 10g
9680g: links: /; rechts: 50g, 100g, 500g, 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g, 10g, 10g
9690g: links: 10g; rechts: 50g, 50g, 100g, 500g, 500g, 500g, 1000g, 1000g, 1000g, 5000g
9700g: links: /; rechts: 50g, 50g, 100g, 500g, 500g, 500g, 1000g, 1000g, 1000g, 5000g
9710g: links: /; rechts: 50g, 50g, 100g, 500g, 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g
9720g: links: /; rechts: 50g, 50g, 100g, 500g, 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g, 10g
9730g: links: /; rechts: 50g, 50g, 100g, 500g, 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g, 10g, 10g
9740g: links: 10g; rechts: 50g, 100g, 100g, 500g, 500g, 500g, 1000g, 1000g, 1000g, 5000g
9750g: links: /; rechts: 50g, 100g, 100g, 500g, 500g, 500g, 1000g, 1000g, 1000g, 5000g
9760g: links: /; rechts: 50g, 100g, 100g, 500g, 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g
9770g: links: /; rechts: 50g, 100g, 100g, 500g, 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g, 10g
9780g: links: /; rechts: 50g, 100g, 100g, 500g, 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g, 10g, 10g
9790g: links: 10g; rechts: 50g, 50g, 100g, 100g, 500g, 500g, 500g, 1000g, 1000g, 1000g, 5000g
9800g: links: /; rechts: 50g, 50g, 100g, 100g, 500g, 500g, 500g, 1000g, 1000g, 1000g, 5000g
9810g: links: /; rechts: 50g, 50g, 100g, 100g, 500g, 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g
9820g: links: /; rechts: 50g, 50g, 100g, 100g, 500g, 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g, 10g
9830g: links: /; rechts: 50g, 50g, 100g, 100g, 500g, 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g, 10g, 10g
9840g: links: 10g; rechts: 50g, 100g, 100g, 100g, 500g, 500g, 500g, 1000g, 1000g, 1000g, 5000g
9850g: links: /; rechts: 50g, 100g, 100g, 100g, 500g, 500g, 500g, 1000g, 1000g, 1000g, 5000g
9860g: links: /; rechts: 50g, 100g, 100g, 100g, 500g, 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g
9870g: links: /; rechts: 50g, 100g, 100g, 100g, 500g, 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g, 10g
9880g: links: /; rechts: 50g, 100g, 100g, 100g, 500g, 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g, 10g, 10g
9890g: links: 10g; rechts: 50g, 50g, 100g, 100g, 100g, 500g, 500g, 500g, 1000g, 1000g, 1000g, 5000g
9900g: links: /; rechts: 50g, 50g, 100g, 100g, 100g, 500g, 500g, 500g, 1000g, 1000g, 1000g, 5000g
9910g: links: /; rechts: 50g, 50g, 100g, 100g, 100g, 500g, 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g
9920g: links: /; rechts: 50g, 50g, 100g, 100g, 100g, 500g, 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g, 10g
9930g: links: /; rechts: 50g, 50g, 100g, 100g, 100g, 500g, 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g, 10g, 10g
9940g: naechtes Ergebnis: 9930g: links: /; rechts: 50g, 50g, 100g, 100g, 100g, 500g, 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g, 10g, 10g
9950g: naechtes Ergebnis: 9930g: links: /; rechts: 50g, 50g, 100g, 100g, 100g, 500g, 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g, 10g, 10g
9960g: naechtes Ergebnis: 9930g: links: /; rechts: 50g, 50g, 100g, 100g, 100g, 500g, 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g, 10g, 10g
9970g: naechtes Ergebnis: 9930g: links: /; rechts: 50g, 50g, 100g, 100g, 100g, 500g, 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g, 10g, 10g
9980g: naechtes Ergebnis: 9930g: links: /; rechts: 50g, 50g, 100g, 100g, 100g, 500g, 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g, 10g, 10g
9990g: naechtes Ergebnis: 9930g: links: /; rechts: 50g, 50g, 100g, 100g, 100g, 500g, 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g, 10g, 10g
10000g: naechtes Ergebnis: 9930g: links: /; rechts: 50g, 50g, 100g, 100g, 100g, 500g, 500g, 500g, 1000g, 1000g, 1000g, 5000g, 10g, 10g, 10g
